order_id,createdAt,currentSubtotalLineItemsQuantity,customer_id,city,hora,maps,clean_city,order_total
633530581061,2018-10-02 00:14:07+00:00,1,748242763845,Lima,0,"Cercado de Lima, Perú",Cercado de Lima,229.0
618791043141,2018-09-21 00:55:40+00:00,0,748254396485,Mollendo,0,"Mollendo, Perú",Mollendo,169.0
618925228101,2018-09-21 04:12:39+00:00,1,748400640069,Lima,4,"Cercado de Lima, Perú",Cercado de Lima,169.0
1166850097221,2019-05-28 15:43:41+00:00,1,748400640069,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,168.35
1175160193093,2019-05-30 18:55:07+00:00,1,748400640069,Lima,18,"Cercado de Lima, Perú",Cercado de Lima,207.35
618965270597,2018-09-21 05:46:22+00:00,1,748473647173,Talara,5,"Talara, Perú",Talara,139.0
619176263749,2018-09-21 13:32:57+00:00,0,748925255749,Chimbote,13,"Chimbote, Perú",Chimbote,238.0
619183538245,2018-09-21 13:42:23+00:00,1,748937773125,Lima ,13,"Cercado de Lima, Perú",Cercado de Lima,139.0
619411636293,2018-09-21 17:53:43+00:00,1,749571047493,Lima,17,"Cercado de Lima, Perú",Cercado de Lima,139.0
620053266501,2018-09-22 03:17:45+00:00,1,750504083525,Lima,3,"Cercado de Lima, Perú",Cercado de Lima,139.0
620397985861,2018-09-22 14:46:25+00:00,1,751400190021,Lima,14,"Cercado de Lima, Perú",Cercado de Lima,169.0
620647383109,2018-09-22 17:32:02+00:00,1,751740289093,Lima,17,"Cercado de Lima, Perú",Cercado de Lima,169.0
621351600197,2018-09-23 04:07:24+00:00,1,752850174021,Lima,4,"Cercado de Lima, Perú",Cercado de Lima,139.0
622257406021,2018-09-23 18:55:56+00:00,1,754392203333,Lima ,18,"Cercado de Lima, Perú",Cercado de Lima,139.0
622713733189,2018-09-24 01:58:47+00:00,1,755119685701,lima,1,"Cercado de Lima, Perú",Cercado de Lima,169.0
623909240901,2018-09-24 21:47:08+00:00,1,767772950597,Lima,21,"Cercado de Lima, Perú",Cercado de Lima,139.0
624238592069,2018-09-25 01:33:10+00:00,1,768118521925,Lima,1,"Cercado de Lima, Perú",Cercado de Lima,159.0
624420945989,2018-09-25 05:10:44+00:00,1,768414253125,Lima,5,"Cercado de Lima, Perú",Cercado de Lima,169.0
842939072581,2019-02-01 21:03:26+00:00,1,768414253125,Lima,21,"Cercado de Lima, Perú",Cercado de Lima,188.0
624422617157,2018-09-25 05:14:03+00:00,1,768419233861,Lima,5,"Cercado de Lima, Perú",Cercado de Lima,169.0
624670539845,2018-09-25 13:21:05+00:00,1,768868581445,Lima,13,"Cercado de Lima, Perú",Cercado de Lima,139.0
624939270213,2018-09-25 18:21:41+00:00,1,769415381061,Villa el Salvador,18,"Villa el Salvador, Perú",Villa el Salvador,159.0
625115529285,2018-09-25 21:14:10+00:00,1,769677459525,LIMA,21,"Cercado de Lima, Perú",Cercado de Lima,139.0
625407000645,2018-09-26 02:18:03+00:00,1,770004025413,Lima,2,"Cercado de Lima, Perú",Cercado de Lima,139.0
808770699333,2019-01-07 17:34:52+00:00,1,770004025413,Lima,17,"Cercado de Lima, Perú",Cercado de Lima,179.0
842487660613,2019-02-01 16:31:48+00:00,1,770004025413,Lima,16,"Cercado de Lima, Perú",Cercado de Lima,167.0
627122339909,2018-09-27 15:36:40+00:00,1,771984425029,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,139.0
627135840325,2018-09-27 15:47:56+00:00,2,771997696069,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,328.0
627152814149,2018-09-27 16:03:20+00:00,1,772015587397,Lima,16,"Cercado de Lima, Perú",Cercado de Lima,159.0
627744112709,2018-09-28 01:00:05+00:00,1,773039652933,Lima,1,"Cercado de Lima, Perú",Cercado de Lima,159.0
628033880133,2018-09-28 03:46:28+00:00,1,773222072389,Lima,3,"Cercado de Lima, Perú",Cercado de Lima,209.0
630304407621,2018-09-29 04:22:16+00:00,1,774840025157,Lima,4,"Cercado de Lima, Perú",Cercado de Lima,139.0
631013408837,2018-09-29 18:40:49+00:00,1,780560990277,Chimbote,18,"Chimbote, Perú",Chimbote,169.0
631133896773,2018-09-29 20:39:10+00:00,1,780714246213,Lima,20,"Cercado de Lima, Perú",Cercado de Lima,159.0
783638626373,2018-12-20 00:35:53+00:00,2,780714246213,Lima,0,"Cercado de Lima, Perú",Cercado de Lima,458.0
1315509731397,2019-08-01 21:22:31+00:00,2,780714246213,Lima,21,"Cercado de Lima, Perú",Cercado de Lima,338.0
631152803909,2018-09-29 20:59:25+00:00,1,780736168005,Lima,20,"Cercado de Lima, Perú",Cercado de Lima,139.0
819395756101,2019-01-15 15:17:42+00:00,1,780736168005,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,167.0
631465214021,2018-09-30 04:09:50+00:00,2,781127123013,Lima,4,"Cercado de Lima, Perú",Cercado de Lima,388.0
631515054149,2018-09-30 06:09:13+00:00,1,781204455493,Lima ,6,"Cercado de Lima, Perú",Cercado de Lima,189.0
632186241093,2018-09-30 21:26:30+00:00,1,782030471237,Lima ,21,"Cercado de Lima, Perú",Cercado de Lima,169.0
632480333893,2018-10-01 02:42:49+00:00,1,782371979333,Lima,2,"Cercado de Lima, Perú",Cercado de Lima,219.0
632608391237,2018-10-01 05:07:30+00:00,1,782491549765,Lima,5,"Cercado de Lima, Perú",Cercado de Lima,139.0
632611045445,2018-10-01 05:11:30+00:00,3,782493614149,lima,5,"Cercado de Lima, Perú",Cercado de Lima,537.0
646242992197,2018-10-08 23:03:37+00:00,1,782493614149,lima,23,"Cercado de Lima, Perú",Cercado de Lima,249.0
632612487237,2018-10-01 05:14:03+00:00,1,782494859333,lima,5,"Cercado de Lima, Perú",Cercado de Lima,129.0
2380834111551,2020-07-03 19:05:48+00:00,1,782494859333,lima,19,"Cercado de Lima, Perú",Cercado de Lima,155.4
637329309765,2018-10-04 01:50:09+00:00,1,801483128901,Frente a mega plaza y al costado de una posta de esalud,1,"Cercado de Lima, Perú",Cercado de Lima,229.0
637380460613,2018-10-04 02:35:39+00:00,1,801525301317,Por el óvalo Independencia de Sucre,2,"Independencia, Perú",Independencia,139.0
639119949893,2018-10-05 04:27:15+00:00,1,803215867973,espalda del colegio Jean Piaget,4,"Cercado de Lima, Perú",Cercado de Lima,229.0
639684444229,2018-10-05 15:06:01+00:00,1,803648143429,Huacho,15,"Huacho, Perú",Huacho,159.0
659233833029,2018-10-17 14:52:20+00:00,1,803648143429,Huacho,14,"Huacho, Perú",Huacho,139.0
639804309573,2018-10-05 16:30:12+00:00,1,803761979461,Lima,16,"Cercado de Lima, Perú",Cercado de Lima,249.0
977036574789,2019-04-22 13:08:17+00:00,1,803761979461,Lima,13,"Cercado de Lima, Perú",Cercado de Lima,216.75
639914639429,2018-10-05 17:45:40+00:00,1,803964158021,Arica,17,"Ica, Perú",Ica,159.0
641547796549,2018-10-06 15:55:58+00:00,1,805487706181,Chiclayo,15,"Chiclayo, Perú",Chiclayo,139.0
641693220933,2018-10-06 17:15:58+00:00,1,805573656645,Urb. Virgen del Carmen,17,"Cercado de Lima, Perú",Cercado de Lima,159.0
645916360773,2018-10-08 20:35:53+00:00,1,810360176709,Detras capitañia del puerto,20,"Cercado de Lima, Perú",Cercado de Lima,159.0
1872194306111,2019-11-17 03:52:56+00:00,1,810360176709,Pimentel,3,"Cercado de Lima, Perú",Cercado de Lima,114.5
646297583685,2018-10-08 23:30:09+00:00,1,810589225029,A una cuadra de la I E Divino Niño,23,"Cercado de Lima, Perú",Cercado de Lima,159.0
656429482053,2018-10-15 13:57:59+00:00,1,841737633861,Paradero 2 las flores,13,"Cercado de Lima, Perú",Cercado de Lima,159.0
656487153733,2018-10-15 14:55:24+00:00,1,841737633861,Paradero 2 las flores,14,"Cercado de Lima, Perú",Cercado de Lima,139.0
656990502981,2018-10-15 20:31:32+00:00,1,843712266309,"Espalda del mercado modelo en 28 de julio, altura del ministerio de aeronautica",20,"Ica, Perú",Ica,159.0
657484021829,2018-10-16 03:17:42+00:00,1,846630977605,Costado del Ipcna cusco,3,"Cusco, Perú",Cusco,159.0
657938153541,2018-10-16 14:39:14+00:00,1,847176564805,Lima,14,"Cercado de Lima, Perú",Cercado de Lima,159.0
782104723525,2018-12-19 14:49:29+00:00,1,847176564805,Lima,14,"Cercado de Lima, Perú",Cercado de Lima,188.0
658363220037,2018-10-16 20:54:48+00:00,1,847841689669,Unknown,20,"Cercado de Lima, Perú",Cercado de Lima,159.0
658423775301,2018-10-16 21:51:52+00:00,0,847907749957,3 pisos color verde porton negro,21,"Cercado de Lima, Perú",Cercado de Lima,139.0
660337295429,2018-10-18 12:29:22+00:00,0,857214386245,San Martín,12,"Cercado de Lima, Perú",Cercado de Lima,139.0
660898447429,2018-10-18 19:54:41+00:00,1,858209878085,A espalda del Las turquesas ( antiguo Inabif),19,"Cercado de Lima, Perú",Cercado de Lima,159.0
663472406597,2018-10-20 13:46:57+00:00,0,858762412101,Por la. Av dolores en la. Pizzeria presto bajar una cuadra ,13,"Cercado de Lima, Perú",Cercado de Lima,159.0
663153049669,2018-10-20 03:49:13+00:00,1,867134963781,Galeria adderly a 1 cuadra de parque canepa,3,"Cercado de Lima, Perú",Cercado de Lima,159.0
663558717509,2018-10-20 15:09:40+00:00,1,867240050757,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,139.0
698729693253,2018-11-10 15:16:43+00:00,1,867240050757,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,219.0
867465592901,2019-02-19 19:48:26+00:00,1,867240050757,Lima,19,"Cercado de Lima, Perú",Cercado de Lima,125.0
1316049551429,2019-08-02 04:59:54+00:00,1,867240050757,Cercado ,4,"Cercado de Lima, Perú",Cercado de Lima,233.35
1702399803461,2019-09-24 16:03:23+00:00,1,867240050757,Cercado ,16,"Cercado de Lima, Perú",Cercado de Lima,179.5
664513970245,2018-10-21 01:27:10+00:00,0,868793876549,Alt. Cuadra 15 av. Argentina,1,"Cercado de Lima, Perú",Cercado de Lima,119.0
665644335173,2018-10-21 21:06:07+00:00,1,868793876549,Alt. Cuadra 15 av. Argentina,21,"Cercado de Lima, Perú",Cercado de Lima,119.0
664580423749,2018-10-21 02:15:52+00:00,0,868840636485,Al lado del instituto itep (av. Alfonso ugarte),2,"Cercado de Lima, Perú",Cercado de Lima,139.0
666728202309,2018-10-22 17:39:02+00:00,1,872325873733,Unknown,17,"Cercado de Lima, Perú",Cercado de Lima,139.0
667141668933,2018-10-22 23:13:26+00:00,0,873133736005,Unknown,23,"Cercado de Lima, Perú",Cercado de Lima,159.0
667818426437,2018-10-23 13:32:27+00:00,1,874225336389,TRUJILLO,13,"Trujillo, Perú",Trujillo,159.0
668677865541,2018-10-24 01:25:57+00:00,1,878971584581,Tacna ,1,"Tacnca, Perú",Tacnca,159.0
684962152517,2018-11-03 15:56:01+00:00,1,878971584581,"Moquegua, Mcal Nieto, Moquegua ",15,"Moquegua, Perú",Moquegua,159.0
1174769107013,2019-05-30 12:25:07+00:00,1,878971584581,Tacna,12,"Tacnca, Perú",Tacnca,233.35
5236230488127,2023-07-17 02:17:32+00:00,1,878971584581,Juliaca,2,"Cercado de Lima, Perú",Cercado de Lima,484.0
669699014725,2018-10-24 13:50:58+00:00,1,879672066117,Entre los postes y Jorge Basadre,13,"Cercado de Lima, Perú",Cercado de Lima,159.0
670017126469,2018-10-24 16:39:18+00:00,1,879951216709,Unknown,16,"Cercado de Lima, Perú",Cercado de Lima,139.0
671448465477,2018-10-25 13:50:56+00:00,1,882475335749," Alt 9 Av Sucre, a espalda de pollería Pardos Chiken de sucre.",13,"Cercado de Lima, Perú",Cercado de Lima,159.0
672807813189,2018-10-26 12:43:04+00:00,1,885574238277,Chancas con Huarochiri - hotel Habana ,12,"Cercado de Lima, Perú",Cercado de Lima,119.0
673065173061,2018-10-26 15:34:04+00:00,1,885804040261,Altura cuadra 2 y 3 de Av. Primavera,15,"Cercado de Lima, Perú",Cercado de Lima,179.0
673369260101,2018-10-26 18:46:08+00:00,1,885804040261,Altura cuadra 2 y 3 de Av. Primavera,18,"Cercado de Lima, Perú",Cercado de Lima,119.0
674628075589,2018-10-27 16:40:29+00:00,3,887552933957,Unknown,16,"Cercado de Lima, Perú",Cercado de Lima,537.0
677162909765,2018-10-29 16:03:24+00:00,1,888409030725,Unknown,16,"Cercado de Lima, Perú",Cercado de Lima,159.0
676062167109,2018-10-28 19:38:54+00:00,1,890083901509,Alt. Banco de la Nación de la Av. Tupac Amaru,19,"Cercado de Lima, Perú",Cercado de Lima,139.0
677838094405,2018-10-29 23:26:17+00:00,0,899478552645,Colonial con faucett,23,"Cercado de Lima, Perú",Cercado de Lima,159.0
678690062405,2018-10-30 15:40:29+00:00,1,900435083333,Al lado del grifo repsol,15,"Cercado de Lima, Perú",Cercado de Lima,249.0
688133931077,2018-11-05 18:07:03+00:00,1,900435083333,Al lado del grifo repsol,18,"Cercado de Lima, Perú",Cercado de Lima,119.0
678621544517,2018-10-30 14:50:16+00:00,1,910667350085,Lima,14,"Cercado de Lima, Perú",Cercado de Lima,179.0
680258076741,2018-10-31 16:11:21+00:00,0,912681926725,"Entrar por luna pizarro, al llegar al ovalo pequeño a la izquierda",16,"Cercado de Lima, Perú",Cercado de Lima,159.0
681579380805,2018-11-01 12:15:09+00:00,1,918565617733,36 de la Av la molina,12,"La Molina, Perú",La Molina,179.0
682470637637,2018-11-02 00:03:10+00:00,0,919879614533,Por la av san martin,0,"Cercado de Lima, Perú",Cercado de Lima,398.0
683016618053,2018-11-02 11:01:26+00:00,1,920630558789,Frente al estadio,11,"Cercado de Lima, Perú",Cercado de Lima,159.0
688863903813,2018-11-06 03:52:52+00:00,1,929712341061,Paradero 12 de la Av. Las Flores,3,"Cercado de Lima, Perú",Cercado de Lima,249.0
691981975621,2018-11-07 11:59:57+00:00,1,932731289669,A 2 cdras del cruce de av Javier Prado y Av Brasil ,11,"Cercado de Lima, Perú",Cercado de Lima,169.0
694844293189,2018-11-08 18:40:17+00:00,2,936831516741,Residencial Las Dalias Dpto B502 lado grifo chipana,18,"Cercado de Lima, Perú",Cercado de Lima,368.0
697067339845,2018-11-09 15:16:15+00:00,1,938225631301,Lima,15,"Cercado de Lima, Perú",Cercado de Lima,149.0
697070157893,2018-11-09 15:18:17+00:00,1,939714019397,Ayacucho,15,"Ayacucho, Perú",Ayacucho,159.0
697797476421,2018-11-09 23:29:12+00:00,1,940733235269,Huanuco,23,"Cercado de Lima, Perú",Cercado de Lima,159.0
699645329477,2018-11-10 22:07:17+00:00,1,942773796933,Unknown,22,"Cercado de Lima, Perú",Cercado de Lima,199.0
699897315397,2018-11-11 00:41:02+00:00,1,943005401157,Unknown,0,"Cercado de Lima, Perú",Cercado de Lima,139.0
700504277061,2018-11-11 13:18:37+00:00,1,943830302789,Unknown,13,"Cercado de Lima, Perú",Cercado de Lima,149.0
1725896491077,2019-09-28 04:36:27+00:00,3,943830302789,Unknown,4,"Cercado de Lima, Perú",Cercado de Lima,363.7
1739634540613,2019-10-07 17:55:12+00:00,1,943830302789,Unknown,17,"Cercado de Lima, Perú",Cercado de Lima,129.5
708493508677,2018-11-15 23:43:18+00:00,2,955567112261,lima,23,"Cercado de Lima, Perú",Cercado de Lima,298.0
778328604741,2018-12-17 15:26:04+00:00,1,955567112261,lima,15,"Cercado de Lima, Perú",Cercado de Lima,167.0
712400240709,2018-11-18 14:18:37+00:00,1,960520126533,KFC,14,"Cercado de Lima, Perú",Cercado de Lima,229.0
714743611461,2018-11-19 19:17:47+00:00,1,963558867013,POR LA PLAZA DE ARMAS CHIMBOTE,19,"Chimbote, Perú",Chimbote,149.0
1287946207301,2019-07-10 14:07:19+00:00,1,963558867013,Nuevo Chimbote,14,"Chimbote, Perú",Chimbote,213.85
1368155848773,2019-09-03 14:36:03+00:00,1,963558867013,Nuevo Chimbote,14,"Chimbote, Perú",Chimbote,154.5
2308585979967,2020-06-04 05:20:32+00:00,2,963558867013,Nuevo Chimbote,5,"Chimbote, Perú",Chimbote,488.6
715143839813,2018-11-19 22:06:18+00:00,2,964037673029,Unknown,22,"Cercado de Lima, Perú",Cercado de Lima,408.0
717862305861,2018-11-21 14:53:31+00:00,1,968102412357,Unknown,14,"Cercado de Lima, Perú",Cercado de Lima,179.0
717900808261,2018-11-21 15:17:42+00:00,1,968159756357,alt 19 Calmell del Solar   - frente al complejo deportivo chorrillos,15,"Chorrillos, Perú",Chorrillos,159.0
723957874757,2018-11-23 16:39:35+00:00,1,976240279621,Parque Heroes de la paz,16,"Cercado de Lima, Perú",Cercado de Lima,169.0
725008744517,2018-11-23 20:08:48+00:00,1,977171185733,Altura de la 12 de la Av Ayacucho,20,"Ayacucho, Perú",Ayacucho,189.0
725170126917,2018-11-23 20:45:01+00:00,2,977327194181,Unknown,20,"Cercado de Lima, Perú",Cercado de Lima,458.0
2019389734975,2020-02-06 00:54:41+00:00,1,977327194181,Por el Mercado Villasol,0,"Cercado de Lima, Perú",Cercado de Lima,179.0
725957247045,2018-11-23 23:54:00+00:00,2,978059821125,Lima,23,"Cercado de Lima, Perú",Cercado de Lima,278.0
728139038789,2018-11-24 16:33:48+00:00,1,980231094341,Ayacucho,16,"Ayacucho, Perú",Ayacucho,229.0
728392564805,2018-11-24 18:08:45+00:00,1,980479737925,Huachipa,18,"Cercado de Lima, Perú",Cercado de Lima,159.0
1725621239877,2019-09-27 22:24:43+00:00,3,980479737925,Huachipa,22,"Cercado de Lima, Perú",Cercado de Lima,355.7
731919089733,2018-11-26 01:37:00+00:00,1,982470033477,Lima ,1,"Cercado de Lima, Perú",Cercado de Lima,169.0
743197704261,2018-11-30 05:03:51+00:00,1,997619630149,Cuadra 3 de la av. 28 de Julio ,5,"Cercado de Lima, Perú",Cercado de Lima,169.0
744088567877,2018-11-30 16:52:23+00:00,1,998572359749,Lima,16,"Cercado de Lima, Perú",Cercado de Lima,169.0
4260927471679,2022-01-15 20:31:03+00:00,1,998572359749,Lima,20,"Cercado de Lima, Perú",Cercado de Lima,463.0
758262104133,2018-12-07 21:26:34+00:00,2,1019652800581,Lima,21,"Cercado de Lima, Perú",Cercado de Lima,415.0
767603769413,2018-12-12 14:49:29+00:00,2,1030550356037,Cajamarca,14,"Cajamarca, Perú",Cajamarca,338.0
818546245701,2019-01-14 21:13:30+00:00,1,1030550356037,Cajamarca,21,"Cajamarca, Perú",Cajamarca,179.0
771019964485,2018-12-14 02:09:14+00:00,3,1034525900869,Unknown,2,"Cercado de Lima, Perú",Cercado de Lima,594.0
773659164741,2018-12-15 04:08:20+00:00,1,1039069216837,Altura del colegio la salle,4,"Cercado de Lima, Perú",Cercado de Lima,146.0
829381574725,2019-01-22 18:36:41+00:00,1,1039069216837,Altura. De disfraces jullisa,18,"Cercado de Lima, Perú",Cercado de Lima,159.0
829385113669,2019-01-22 18:39:47+00:00,1,1039069216837,Alt. Disfraces julisa,18,"Cercado de Lima, Perú",Cercado de Lima,146.0
776355217477,2018-12-16 16:33:38+00:00,1,1042233131077,A la altura de la cuadra 23 de Prolongación Arica al costado del Coliseo Amauta,16,"Ica, Perú",Ica,188.0
776359411781,2018-12-16 16:36:15+00:00,1,1042233131077,A la altura de la cuadra 23 de Prolongación Arica al costado del Coliseo Amauta,16,"Ica, Perú",Ica,199.0
780870516805,2018-12-18 20:22:17+00:00,0,1047573135429,Espalda de alicorp,20,"Cercado de Lima, Perú",Cercado de Lima,167.0
787110330437,2018-12-22 16:05:32+00:00,1,1054793826373,Unknown,16,"Cercado de Lima, Perú",Cercado de Lima,146.0
884834566213,2019-03-05 14:51:30+00:00,1,1054793826373,Pueblo Libre,14,"Pueblo libre, Perú",Pueblo libre,199.0
794536378437,2018-12-27 23:50:25+00:00,4,1068407390277,Ayacucho,23,"Ayacucho, Perú",Ayacucho,866.0
1286863716421,2019-07-09 15:50:49+00:00,1,1068407390277,Ayacucho,15,"Ayacucho, Perú",Ayacucho,149.0
2353125785663,2020-06-22 18:35:15+00:00,4,1068407390277,Ayacucho,18,"Ayacucho, Perú",Ayacucho,991.2
3718435536959,2021-04-08 01:14:55+00:00,2,1068407390277,Lima,1,"Cercado de Lima, Perú",Cercado de Lima,850.0
4000444022847,2021-09-09 17:53:44+00:00,2,1068407390277,Ayacucho,17,"Ayacucho, Perú",Ayacucho,1255.5
4040206778431,2021-09-30 17:43:54+00:00,2,1068407390277,Ayacucho,17,"Ayacucho, Perú",Ayacucho,946.0
4273711120447,2022-01-23 18:32:48+00:00,3,1068407390277,Ayacucho,18,"Ayacucho, Perú",Ayacucho,1106.0
794546274373,2018-12-27 23:58:43+00:00,2,1068428591173,Ayacucho,23,"Ayacucho, Perú",Ayacucho,428.0
795750039621,2018-12-28 20:02:16+00:00,6,1069528186949,"Tingo María, Rupa Rupa, Leoncio Prado",20,"Cercado de Lima, Perú",Cercado de Lima,1432.0
804817764421,2019-01-04 18:46:40+00:00,1,1082020331589,Lima,18,"Cercado de Lima, Perú",Cercado de Lima,167.0
805523390533,2019-01-05 04:47:31+00:00,1,1082790477893,Lima,4,"Cercado de Lima, Perú",Cercado de Lima,188.0
806399049797,2019-01-05 21:48:50+00:00,1,1083841314885,Lima ,21,"Cercado de Lima, Perú",Cercado de Lima,188.0
825680986181,2019-01-20 05:27:14+00:00,1,1083841314885,A 2 cuadras de la clinica Angloamericana,5,"Ica, Perú",Ica,199.0
807401881669,2019-01-06 17:37:03+00:00,1,1085083156549,Altura del km 18 panamericana sur,17,"Ica, Perú",Ica,125.0
808551219269,2019-01-07 14:51:55+00:00,2,1086511317061,Breña,14,"Breña, Perú",Breña,448.0
819482722373,2019-01-15 16:36:44+00:00,1,1103169388613,por la puerta posterior de Maestro Home Center,16,"Cercado de Lima, Perú",Cercado de Lima,146.0
2514176507967,2020-08-28 21:28:19+00:00,1,1103169388613,Cerro Colorado ,21,"Cercado de Lima, Perú",Cercado de Lima,155.4
824252858437,2019-01-19 03:06:44+00:00,0,1110585442373,Paralela av. Vallejo ,3,"Cercado de Lima, Perú",Cercado de Lima,125.0
824552521797,2019-01-19 11:37:44+00:00,0,1110990651461,Plaza Daniel Alcides Carrión ,11,"Cercado de Lima, Perú",Cercado de Lima,146.0
826777567301,2019-01-21 01:20:47+00:00,0,1114456096837,10,1,"Cercado de Lima, Perú",Cercado de Lima,159.0
828239151173,2019-01-21 20:45:04+00:00,0,1118092394565,Miraflores,20,"Miraflores, Perú",Miraflores,159.0
829859692613,2019-01-23 00:58:14+00:00,1,1118092394565,Miraflores,0,"Miraflores, Perú",Miraflores,229.0
828828254277,2019-01-22 06:23:25+00:00,1,1118781210693,Ov. Higuereta por paseo la castellana 2do cruce a la izq,6,"Cercado de Lima, Perú",Cercado de Lima,199.0
1735221739589,2019-10-03 19:45:58+00:00,1,1120956252229,LIMA,19,"Cercado de Lima, Perú",Cercado de Lima,164.5
831722225733,2019-01-24 13:51:55+00:00,2,1122508505157,Lima,13,"Cercado de Lima, Perú",Cercado de Lima,292.0
840586199109,2019-01-31 14:45:38+00:00,1,1135489482821,COMISARIA DE LADERAS,14,"Cercado de Lima, Perú",Cercado de Lima,146.0
846189035589,2019-02-03 18:08:56+00:00,1,1135489482821,COMISARIA DE LADERAS,18,"Cercado de Lima, Perú",Cercado de Lima,146.0
840741257285,2019-01-31 17:01:17+00:00,1,1135665545285,Edificio Ciudaris - Al frente de tienda de autos Mercedes Benz,17,"Cercado de Lima, Perú",Cercado de Lima,146.0
