lineitem_id,quantity,order_id,price,title_limpio,line_total
1482809016389,1,617820782661,149.0,Cubrecama De Lyla,149.0
1482809049157,1,617820782661,189.0,Sábanas Algodón 300 Hilos,189.0
1483996594245,1,618537975877,149.0,Sábanas Algodón 300 Hilos,149.0
1483996627013,1,618537975877,149.0,Edredón Azurium Plazas,149.0
1485236895813,1,619248910405,209.0,Sábanas Algodón 300 Hilos,209.0
1590423158853,1,668652929093,269.0,Edredón Royal King,269.0
1590423191621,1,668652929093,269.0,Edredón Marena King,269.0
4910561919039,1,2247114620991,237.3,Sábanas Algodón 300 Hilos,237.3
1522484445253,1,633530581061,229.0,Edredón 2 Camelia,229.0
1484454035525,1,618791043141,169.0,Sábanas Algodón 300 Hilos,169.0
1484670468165,1,618925228101,169.0,Edredón Marena Plazas,169.0
2473243246661,1,1166850097221,168.35,Edredón 2 Columbia,168.35
2498318860357,1,1175160193093,207.35,Edredón King Columbia,207.35
1484736004165,1,618965270597,139.0,Edredón De Camelia,139.0
1485085933637,2,619176263749,119.0,Edredón De Camelia,238.0
1485098582085,1,619183538245,139.0,Edredón De Camelia,139.0
1485533249605,1,619411636293,139.0,Edredón De Galdina,139.0
1487598518341,1,620053266501,139.0,Edredón De Camelia,139.0
1488332226629,1,620397985861,169.0,Cubrecama De Peach,169.0
1489166204997,1,620647383109,169.0,Edredón Marena Plazas,169.0
1491689635909,1,621351600197,139.0,Edredón De Caledonia,139.0
1495655284805,1,622257406021,139.0,Edredón De Galdina,139.0
1496949981253,1,622713733189,169.0,Edredón Dalia Plazas,169.0
1499763736645,1,623909240901,139.0,Edredón 2 Camelia,139.0
1500438921285,1,624238592069,159.0,Edredón Queen Camelia,159.0
1500761194565,1,624420945989,169.0,Edredón Royal Plazas,169.0
1908086145093,1,842939072581,188.0,Cubrecama King Peach,188.0
1500763652165,1,624422617157,169.0,Edredón Royal Plazas,169.0
1501163159621,1,624670539845,139.0,Edredón 2 Camelia,139.0
1501698064453,1,624939270213,159.0,Edredón Queen Galdina,159.0
1502029217861,1,625115529285,139.0,Edredón 2 Camelia,139.0
1502516215877,1,625407000645,139.0,Edredón 2 Camelia,139.0
1849809797189,1,808770699333,179.0,Edredón Queen Finestres,179.0
1907266748485,1,842487660613,167.0,Cubrecama Queen Spring,167.0
1505362116677,1,627122339909,139.0,Edredón 2 Camelia,139.0
1505386266693,1,627135840325,159.0,Edredón Queen Camelia,159.0
1505386299461,1,627135840325,169.0,Edredón Dalia Plazas,169.0
1505414643781,1,627152814149,159.0,Edredón Queen Galdina,159.0
1506573287493,1,627744112709,159.0,Edredón Queen Queralt,159.0
1507862970437,1,628033880133,209.0,Edredón Azurium King,209.0
1516383076421,1,630304407621,139.0,Edredón 2 Camelia,139.0
1518183186501,1,631013408837,169.0,Edredón Dalia Plazas,169.0
1518385070149,1,631133896773,159.0,Edredón Queen Galdina,159.0
1805081346117,1,783638626373,229.0,Edredón 2 Azurium,229.0
1805081378885,1,783638626373,229.0,Edredón 2 Marena,229.0
2848743489605,1,1315509731397,159.0,Edredón 2 Camelia,159.0
2848743522373,1,1315509731397,179.0,Edredón Queen Finestres,179.0
1518417150021,1,631152803909,139.0,Edredón 2 Camelia,139.0
1867802214469,1,819395756101,167.0,Cubrecama Queen Spring,167.0
1518936555589,1,631465214021,179.0,Edredón King Caledonia,179.0
1518936588357,1,631465214021,209.0,Edredón Azurium King,209.0
1519013724229,1,631515054149,189.0,Edredón Royal Queen,189.0
1520165388357,1,632186241093,169.0,Edredón Royal Plazas,169.0
1520688922693,1,632480333893,219.0,Edredón Dalia King,219.0
1520891101253,1,632608391237,139.0,Edredón 2 Camelia,139.0
1520895295557,1,632611045445,139.0,Edredón 2 Finestres,139.0
1520895328325,1,632611045445,189.0,Edredón Royal Queen,189.0
1520895361093,1,632611045445,209.0,Edredón Marena King,209.0
1545836068933,1,646242992197,249.0,Edredón Royal Queen,249.0
1520897359941,1,632612487237,129.0,Cubrecama 2 Spring,129.0
5163543101503,1,2380834111551,155.4,Edredón 2 Finestres,155.4
1529096601669,1,637329309765,229.0,Edredón Azurium Plazas,229.0
1529190613061,1,637380460613,139.0,Edredón 1.5 Finestres,139.0
1532315041861,1,639119949893,229.0,Edredón Royal Plazas,229.0
1533314629701,1,639684444229,159.0,Edredón 2 Camelia,159.0
1573570347077,1,659233833029,139.0,Cubrecama 2 Spring,139.0
1533550166085,1,639804309573,249.0,Edredón Azurium Queen,249.0
2151212089413,1,977036574789,216.75,Edredón Queen Queralt,216.75
1533784424517,1,639914639429,159.0,Edredón 2 Finestres,159.0
1536690880581,1,641547796549,139.0,Edredón 1.5 Riansares,139.0
1536955580485,1,641693220933,159.0,Edredón 2 Caledonia,159.0
1545110159429,1,645916360773,159.0,Edredón 2 Camelia,159.0
4158736236607,1,1872194306111,114.5,Cubrecama 2 Spring,114.5
1545946955845,1,646297583685,159.0,Edredón 2 Caledonia,159.0
1567885393989,1,656429482053,159.0,Cubrecama Queen Royce,159.0
1568000344133,1,656487153733,139.0,Cubrecama 2 Spring,139.0
1569108525125,1,656990502981,159.0,Edredón 2 Finestres,159.0
1570202910789,1,657484021829,159.0,Cubrecama Queen Spring,159.0
1571078897733,1,657938153541,159.0,Cubrecama Queen Spring,159.0
1802517676101,1,782104723525,188.0,Cubrecama King Spring,188.0
1571945971781,1,658363220037,159.0,Edredón 2 Caledonia,159.0
1572082876485,1,658423775301,139.0,Edredón 1.5 Galdina,139.0
1575562018885,1,660337295429,139.0,Cubrecama 2 Spring,139.0
1576585330757,1,660898447429,159.0,Edredón 2 Caledonia,159.0
1581131890757,1,663472406597,159.0,Edredón 2 Caledonia,159.0
1580623069253,1,663153049669,159.0,Cubrecama Queen Spring,159.0
1581276463173,1,663558717509,139.0,Cubrecama 2 Spring,139.0
1647857729605,1,698729693253,219.0,Sábanas Algodón 300 Hilos,219.0
1953915469893,1,867465592901,125.0,Cubrecama 1.5 Royce,125.0
2849853112389,1,1316049551429,233.35,Edredón 2 Royal,233.35
3776019890245,1,1702399803461,179.5,Edredón 2 Azurium,179.5
1582745911365,1,664513970245,119.0,Cubrecama 1.5 Spring,119.0
1584554115141,1,665644335173,119.0,Cubrecama 1.5 Spring,119.0
1582857191493,1,664580423749,139.0,Cubrecama 2 Spring,139.0
1586453217349,1,666728202309,139.0,Cubrecama 2 Peach,139.0
1587262783557,1,667141668933,159.0,Edredón 2 Caledonia,159.0
1588518256709,1,667818426437,159.0,Edredón 2 Caledonia,159.0
1590526083141,1,668677865541,159.0,Edredón 2 Caledonia,159.0
1625268682821,1,684962152517,159.0,Edredón 2 Galdina,159.0
2497575518277,1,1174769107013,233.35,Edredón 2 Marena,233.35
13020178317375,1,5236230488127,484.0,pack plumón + funda luxe,484.0
1595169439813,1,669699014725,159.0,Edredón 2 Camelia,159.0
1596392636485,1,670017126469,139.0,Cubrecama 2 Peach,139.0
1601307574341,1,671448465477,159.0,Cubrecama Queen Spring,159.0
1603685679173,1,672807813189,119.0,Cubrecama 1.5 Spring,119.0
1604113858629,1,673065173061,179.0,Cubrecama King Royce,179.0
1604685627461,1,673369260101,119.0,Cubrecama 1.5 Lyla,119.0
1606818431045,1,674628075589,179.0,Edredón Queen Camelia,179.0
1606818463813,1,674628075589,179.0,Edredón Queen Riansares,179.0
1606818496581,1,674628075589,179.0,Edredón Queen Alcione,179.0
1611320098885,1,677162909765,159.0,Cubrecama Queen Lyla,159.0
1609305358405,1,676062167109,139.0,Cubrecama 2 Spring,139.0
1612535660613,1,677838094405,159.0,Cubrecama Queen Spring,159.0
1614138933317,1,678690062405,249.0,Edredón Royal Queen,249.0
1630686576709,1,688133931077,119.0,Cubrecama 1.5 Peach,119.0
1613996982341,1,678621544517,179.0,Cubrecama King Royce,179.0
1617063837765,1,680258076741,159.0,Edredón 2 Alcione,159.0
1619381583941,1,681579380805,179.0,Cubrecama King Royce,179.0
1621009465413,1,682470637637,159.0,Cubrecama Queen Peach,159.0
1621009530949,1,682470637637,239.0,Sábanas Algodón 300 Hilos,239.0
1621926772805,1,683016618053,159.0,Edredón 2 Camelia,159.0
1632038223941,1,688863903813,249.0,Edredón Royal Queen,249.0
1636790468677,1,691981975621,169.0,Cubrecama Queen Royce,169.0
1641468756037,1,694844293189,229.0,Edredón Royal Plazas,229.0
1641468788805,1,694844293189,139.0,Edredón 1.5 Caledonia,139.0
1644920602693,1,697067339845,149.0,Cubrecama 2 Peach,149.0
1644926107717,1,697070157893,159.0,Edredón 2 Caledonia,159.0
1646329757765,1,697797476421,159.0,Edredón 2 Galdina,159.0
1649295327301,1,699645329477,199.0,Edredón King Caledonia,199.0
1649719574597,1,699897315397,139.0,Edredón 1.5 Camelia,139.0
1650840338501,1,700504277061,149.0,Cubrecama 2 Lyla,149.0
3804179169349,1,1725896491077,164.5,Edredón 1.5 Royal,164.5
3804179202117,1,1725896491077,95.6,Edredón 1.5 Columbia,95.6
3804179234885,1,1725896491077,103.6,Edredón 2 Finestres,103.6
3827366133829,1,1739634540613,129.5,Edredón 2 Riansares,129.5
1665610940485,1,708493508677,149.0,Cubrecama 2 Lyla,149.0
1665610973253,1,708493508677,149.0,Cubrecama 2 Spring,149.0
1796051566661,1,778328604741,167.0,Cubrecama Queen Royce,167.0
1672826421317,1,712400240709,229.0,Edredón Dalia Plazas,229.0
1676864553029,1,714743611461,149.0,Cubrecama 2 Spring,149.0
2795973115973,1,1287946207301,213.85,Edredón 1.5 Azurium,213.85
2938882981957,1,1368155848773,154.5,Sábanas Algodón 300 Hilos,154.5
5029872500799,1,2308585979967,251.3,Edredón 2 Royal,251.3
5029872533567,1,2308585979967,237.3,Sábanas Algodón 300 Hilos,237.3
1677512507461,1,715143839813,179.0,Edredón Queen Galdina,179.0
1677512540229,1,715143839813,229.0,Edredón Azurium Plazas,229.0
1682134958149,1,717862305861,179.0,Edredón Queen Camelia,179.0
1682196365381,1,717900808261,159.0,Edredón 2 Camelia,159.0
1696821379141,1,723957874757,169.0,Cubrecama Queen Spring,169.0
1699202138181,1,725008744517,189.0,Cubrecama King Spring,189.0
1699560226885,1,725170126917,189.0,Cubrecama King Spring,189.0
1699560259653,1,725170126917,269.0,Edredón Dalia King,269.0
4421968134207,1,2019389734975,179.0,Edredón 1.5 Marena,179.0
1701329371205,1,725957247045,119.0,Cubrecama 1.5 Lyla,119.0
1701329403973,1,725957247045,159.0,Edredón 2 Camelia,159.0
1706304143429,1,728139038789,229.0,Edredón Dalia Plazas,229.0
1706840883269,1,728392564805,159.0,Edredón 2 Camelia,159.0
3803659567173,1,1725621239877,164.5,Edredón 1.5 Dalia,164.5
3803659599941,1,1725621239877,95.6,Edredón 1.5 Finestres,95.6
3803659632709,1,1725621239877,95.6,Edredón 1.5 Columbia,95.6
1714353471557,1,731919089733,169.0,Cubrecama Queen Spring,169.0
1736658944069,1,743197704261,169.0,Cubrecama Queen Peach,169.0
1738118660165,1,744088567877,169.0,Cubrecama Queen Spring,169.0
10885873434687,1,4260927471679,120.0,Cubrecama Quilt Microfibra,120.0
10891617632319,1,4260927471679,343.0,Cubrecama Quilt Algodón,343.0
1761945845829,1,758262104133,269.0,Edredón Dalia King,269.0
1761945878597,1,758262104133,146.0,Cubrecama 2 Spring,146.0
1777875320901,1,767603769413,139.0,Edredón 1.5 Riansares,139.0
1777875353669,1,767603769413,199.0,Sábanas Algodón 300 Hilos,199.0
1866389291077,1,818546245701,179.0,Edredón Queen Galdina,179.0
1783681089605,1,771019964485,146.0,Cubrecama 2 Lyla,146.0
1783681122373,1,771019964485,219.0,Sábanas Algodón 300 Hilos,219.0
1783681155141,1,771019964485,229.0,Edredón Marena Plazas,229.0
1788155428933,1,773659164741,146.0,Cubrecama 2 Spring,146.0
1884754083909,1,829381574725,159.0,Edredón 2 Caledonia,159.0
1884760014917,1,829385113669,146.0,Cubrecama 2 Peach,146.0
1792783384645,1,776355217477,188.0,Cubrecama King Spring,188.0
1792790036549,1,776359411781,199.0,Edredón King Caledonia,199.0
1800373076037,1,780870516805,167.0,Cubrecama Queen Peach,167.0
1811067011141,1,787110330437,146.0,Cubrecama 2 Royce,146.0
1984364052549,1,884834566213,199.0,Cubrecama 1.5 Peach,199.0
1825355825221,1,794536378437,249.0,Edredón Queen Azurium,249.0
1825355857989,1,794536378437,179.0,Edredón Queen Riansares,179.0
1825355890757,1,794536378437,219.0,Sábanas Algodón 300 Hilos,219.0
1825355923525,1,794536378437,219.0,Sábanas Algodón 300 Hilos,219.0
2793996976197,1,1286863716421,149.0,Edredón 2 Caledonia,149.0
5111902142527,1,2353125785663,251.3,Edredón 2 Dalia,251.3
5111902208063,1,2353125785663,251.3,Edredón 2 Azurium,251.3
5111902240831,1,2353125785663,251.3,Edredón 2 Marena,251.3
5111902273599,1,2353125785663,237.3,Sábanas Algodón 300 Hilos,237.3
9750277685311,1,3718435536959,640.0,set de sábanas signature,640.0
9750277718079,1,3718435536959,210.0,Edredón 2 Muscari,210.0
10339211411519,1,4000444022847,560.0,set de sábanas signature,560.0
10339211444287,1,4000444022847,695.5,pack plumón + funda signature,695.5
10417667735615,1,4040206778431,378.0,set de sábanas luxe,378.0
10417667768383,1,4040206778431,568.0,Funda de Plumón Signature,568.0
10913545027647,1,4273711120447,364.0,Funda de Plumón Luxe,364.0
10913545093183,1,4273711120447,364.0,Funda de Plumón Luxe,364.0
10913545125951,1,4273711120447,378.0,set de sábanas luxe,378.0
1825374634053,1,794546274373,229.0,Edredón 2 Azurium,229.0
1825374666821,1,794546274373,199.0,Sábanas Algodón 300 Hilos,199.0
1827453796421,1,795750039621,188.0,Cubrecama King Royce,188.0
1827453829189,1,795750039621,188.0,Cubrecama King Spring,188.0
1827453861957,1,795750039621,269.0,Edredón King Dalia,269.0
1827453894725,1,795750039621,269.0,Edredón King Azurium,269.0
1827453927493,1,795750039621,259.0,Sábanas Algodón 300 Hilos,259.0
1827453960261,1,795750039621,259.0,Sábanas Algodón 300 Hilos,259.0
1843328155717,1,804817764421,167.0,Cubrecama Queen Royce,167.0
1844526350405,1,805523390533,188.0,Cubrecama King Lyla,188.0
1845960048709,1,806399049797,188.0,Cubrecama King Spring,188.0
1878702751813,1,825680986181,199.0,Edredón King Caledonia,199.0
1847546675269,1,807401881669,125.0,Cubrecama 1.5 Lyla,125.0
1849467109445,1,808551219269,219.0,Sábanas Algodón 300 Hilos,219.0
1849467142213,1,808551219269,229.0,Edredón 2 Azurium,229.0
1867950030917,1,819482722373,146.0,Cubrecama 2 Spring,146.0
5558786392127,1,2514176507967,155.4,Edredón 2 Galdina,155.4
1876288602181,1,824252858437,125.0,Cubrecama 1.5 Spring,125.0
1876787757125,1,824552521797,146.0,Cubrecama 2 Peach,146.0
1880537628741,1,826777567301,159.0,Edredón 2 Alcione,159.0
1882737967173,1,828239151173,159.0,Edredón 2 Caledonia,159.0
1885624827973,1,829859692613,229.0,Edredón 2 Marena,229.0
1883816329285,1,828828254277,199.0,Edredón King Caledonia,199.0
3819158896709,1,1735221739589,164.5,Edredón 1.5 Marena,164.5
1888899399749,1,831722225733,146.0,Cubrecama 2 Spring,146.0
1888899432517,1,831722225733,146.0,Cubrecama 2 Royce,146.0
1904015409221,1,840586199109,146.0,Cubrecama 2 Spring,146.0
1914171523141,1,846189035589,146.0,Cubrecama 2 Spring,146.0
1904284532805,1,840741257285,146.0,Cubrecama 2 Lyla,146.0
1938307907653,1,859261796421,159.0,Edredón 2 Queralt,159.0
1905171660869,1,841236676677,146.0,Cubrecama 2 Peach,146.0
1905232019525,1,841271803973,159.0,Edredón 2 Columbia,159.0
1905286152261,1,841307127877,229.0,Edredón 2 Marena,229.0
1905344806981,1,841345073221,146.0,Cubrecama 2 Royce,146.0
1906447417413,1,841997910085,146.0,Cubrecama 2 Spring,146.0
1907397132357,1,842559258693,125.0,Cubrecama 1.5 Lyla,125.0
1907397165125,1,842559258693,159.0,Edredón 2 Queralt,159.0
2252457410629,1,1030008209477,168.35,Edredón 2 Columbia,168.35
5184800555071,1,2392259985471,251.3,Edredón 2 Dalia,251.3
1909799977029,1,843903893573,139.0,Edredón 1.5 Caledonia,139.0
1909800009797,1,843903893573,139.0,Edredón 1.5 Camelia,139.0
1909982036037,1,844006195269,125.0,Cubrecama 1.5 Spring,125.0
1909982068805,1,844006195269,167.0,Cubrecama Queen Royce,167.0
1910737141829,1,844392595525,146.0,Cubrecama 2 Spring,146.0
4994839871551,1,2289977983039,160.3,Cubrecama Quilt Quilt,160.3
4994839904319,1,2289977983039,155.4,Edredón 2 Caledonia,155.4
1911227351109,1,844630392901,167.0,Cubrecama Queen Spring,167.0
2228940963909,1,1018933674053,187.85,Edredón Queen Camelia,187.85
3795880378437,1,1719253925957,113.5,Cubrecama King Peach,113.5
3795880411205,1,1719253925957,103.6,Edredón 2 Riansares,103.6
5461041741887,1,2488388124735,160.3,Cubrecama Quilt Quilt,160.3
2109426008133,1,952642437189,187.85,Edredón Queen Caledonia,187.85
2113830780997,1,955304181829,263.2,Edredón 1.5 Azurium,263.2
2208154058821,1,1007665315909,252.85,Edredón Queen Dalia,252.85
2208154091589,1,1007665315909,272.35,Edredón King Dalia,272.35
5022898946111,1,2304830308415,173.4,Edredón Queen Riansares,173.4
1914071351365,1,846130643013,146.0,Cubrecama 2 Lyla,146.0
1916389195845,1,847478390853,146.0,Cubrecama 2 Spring,146.0
1917385048133,1,848041836613,125.0,Cubrecama 1.5 Lyla,125.0
1918366580805,1,848633266245,188.0,Cubrecama King Royce,188.0
1918366613573,1,848633266245,188.0,Cubrecama King Spring,188.0
1918414225477,1,848660693061,167.0,Cubrecama Queen Royce,167.0
1918448173125,1,848679665733,146.0,Cubrecama 2 Royce,146.0
1918470651973,1,848692281413,179.0,Edredón Queen Camelia,179.0
1920980451397,1,850155569221,167.0,Cubrecama Queen Spring,167.0
1923549069381,1,851627769925,159.0,Edredón 2 Camelia,159.0
1923549102149,1,851627769925,139.0,Edredón 1.5 Riansares,139.0
1996567380037,1,889790890053,339.0,Sábanas Algodón 300 Hilos,339.0
2105331712069,1,950140338245,200.85,Sábanas Algodón 300 Hilos,200.85
2105331744837,1,950140338245,220.35,Sábanas Algodón 300 Hilos,220.35
2105331810373,1,950140338245,160.3,Cubrecama 2 Lyla,160.3
3957504966725,1,1763654762565,99.5,Cubrecama 1.5 Royce,99.5
3957504999493,1,1763654762565,169.5,Sábanas Algodón 300 Hilos,169.5
3957505032261,1,1763654762565,114.5,Cubrecama 2 Peach,114.5
1925315297349,1,852635091013,146.0,Cubrecama 2 Royce,146.0
1928345059397,1,854385328197,259.0,Sábanas Algodón 300 Hilos,259.0
1928345092165,1,854385328197,188.0,Cubrecama King Peach,188.0
1969163665477,1,876163596357,259.0,Sábanas Algodón 300 Hilos,259.0
5031389855807,1,2309416124479,191.4,Edredón King Columbia,191.4
1926636896325,1,853367488581,146.0,Cubrecama 2 Royce,146.0
1927211974725,1,853703917637,199.0,Edredón King Columbia,199.0
1927212007493,1,853703917637,259.0,Sábanas Algodón 300 Hilos,259.0
1929527623749,1,855080861765,159.0,Edredón 2 Finestres,159.0
1929527656517,1,855080861765,146.0,Cubrecama 2 Lyla,146.0
1937214668869,1,858615939141,146.0,Cubrecama 2 Lyla,146.0
1938737561669,1,859502051397,188.0,Cubrecama King Royce,188.0
1954114240581,1,867571171397,146.0,Cubrecama 2 Lyla,146.0
1960488992837,1,871135772741,188.0,Cubrecama King Spring,188.0
1960613052485,1,871208779845,188.0,Cubrecama King Spring,188.0
1966521155653,1,874693165125,139.0,Edredón 1.5 Camelia,139.0
1969158291525,1,876160843845,167.0,Cubrecama Queen Spring,167.0
1969211441221,1,876187451461,139.0,Edredón 1.5 Galdina,139.0
1970556960837,1,876944392261,167.0,Cubrecama Queen Spring,167.0
1978097729605,1,881206427717,199.0,Cubrecama 1.5 Spring,199.0
1978134954053,1,881227857989,259.0,Cubrecama Queen Peach,259.0
2038416605253,1,913033592901,160.3,Cubrecama 2 Lyla,160.3
2038416638021,1,913033592901,139.3,Cubrecama 1.5 Spring,139.3
2038416670789,1,913033592901,239.0,Edredón 1.5 Muscari,239.0
10098055413823,1,3885335871551,329.0,Funda de Plumón Luxe,329.0
10098055446591,1,3885335871551,336.0,set de sábanas luxe,336.0
10098055479359,1,3885335871551,248.0,Plumón Hipoalergénico,248.0
1981132177477,1,882982158405,259.0,Cubrecama Queen Peach,259.0
2885586288709,1,1335061053509,239.0,Edredón Queen Marena,239.0
1984367657029,1,884836991045,279.0,Cubrecama King Royce,279.0
2497955004485,1,1174980493381,233.35,Edredón 2 Dalia,233.35
1986700640325,1,886195912773,259.0,Cubrecama Queen Royce,259.0
1997352763461,1,890240008261,239.0,Edredón 1.5 Alcione,239.0
1997352796229,1,890240008261,239.0,Edredón 1.5 Columbia,239.0
1997364691013,1,890246987845,259.0,Edredón 2 Queralt,259.0
1997364723781,1,890246987845,359.0,Edredón 2 Azurium,359.0
1997364756549,1,890246987845,259.0,Edredón 2 Riansares,259.0
1997364789317,1,890246987845,339.0,Sábanas Algodón 300 Hilos,339.0
1998811496517,1,891107934277,259.0,Edredón 2 Galdina,259.0
1998811529285,1,891107934277,339.0,Sábanas Algodón 300 Hilos,339.0
1998814445637,1,891109441605,359.0,Edredón 2 Azurium,359.0
2002032656453,1,892997861445,229.0,Cubrecama 2 Spring,229.0
2003510722629,1,893823221829,279.0,Cubrecama King Royce,279.0
2028647481413,1,907563860037,339.0,Sábanas Algodón 300 Hilos,339.0
2036332625989,1,911887368261,139.3,Cubrecama 1.5 Royce,139.3
2037500969029,1,912552067141,369.0,Sábanas Algodón 300 Hilos,369.0
2037965881413,1,912803201093,239.0,Edredón 1.5 Muscari,239.0
2035543408709,1,911446769733,160.3,Cubrecama 2 Lyla,160.3
2035543441477,1,911446769733,160.3,Cubrecama 2 Peach,160.3
2824519811141,1,1303009951813,159.0,Edredón 2 Finestres,159.0
2824519843909,1,1303009951813,159.0,Edredón 2 Alcione,159.0
4225772421183,1,1907250921535,169.5,Sábanas Algodón 300 Hilos,169.5
4225772453951,1,1907250921535,169.5,Sábanas Algodón 300 Hilos,169.5
4305762189375,1,1952611434559,124.0,Cubrecama 2 Spring,124.0
4305762222143,1,1952611434559,124.0,Cubrecama 2 Royce,124.0
10972190212159,1,4300668436543,70.0,Funda de Almohada X2,70.0
10972190244927,1,4300668436543,70.0,Funda de Almohada X2,70.0
2040183160901,1,913988321349,160.3,Cubrecama 2 Peach,160.3
2043031912517,1,915529138245,139.3,Cubrecama 1.5 Lyla,139.3
2043031945285,1,915529138245,339.0,Sábanas Algodón 300 Hilos,339.0
2071064477765,1,930611429445,139.3,Cubrecama 1.5 Spring,139.3
2086501908549,1,939018584133,160.3,Cubrecama 2 Royce,160.3
2099451428933,1,946718507077,195.3,Cubrecama King Royce,195.3
2099451461701,1,946718507077,399.0,Sábanas Algodón 300 Hilos,399.0
5086457430079,1,2339229302847,272.3,Edredón Queen Marena,272.3
2101191049285,1,947709411397,389.0,Edredón Queen Marena,389.0
2104134500421,1,949472002117,168.35,Edredón 2 Camelia,168.35
2112448233541,1,954514374725,168.35,Edredón 2 Camelia,168.35
2112924680261,1,954787233861,195.3,Cubrecama King Spring,195.3
2113127743557,1,954899660869,168.35,Edredón 2 Alcione,168.35
2113127776325,1,954899660869,220.35,Sábanas Algodón 300 Hilos,220.35
2121515499589,1,959906578501,305.15,Edredón 2 Azurium,305.15
2121515532357,1,959906578501,305.15,Edredón 2 Marena,305.15
2121515565125,1,959906578501,194.25,Edredón 2 Queralt,194.25
2121515597893,1,959906578501,254.25,Sábanas Algodón 300 Hilos,254.25
2121515630661,1,959906578501,254.25,Sábanas Algodón 300 Hilos,254.25
2121515663429,1,959906578501,254.25,Sábanas Algodón 300 Hilos,254.25
2138453704773,2,970104832069,254.25,Sábanas Algodón 300 Hilos,508.5
2151205273669,1,977033166917,171.75,Cubrecama 2 Royce,171.75
2170508804165,1,987563130949,168.35,Edredón 2 Caledonia,168.35
2171878408261,1,988340027461,213.85,Edredón 1.5 Marena,213.85
2171878441029,1,988340027461,233.35,Edredón 2 Royal,233.35
2567840432197,1,1208946917445,207.35,Edredón King Riansares,207.35
2567840464965,1,1208946917445,155.35,Edredón 1.5 Riansares,155.35
2177494024261,1,991607947333,276.75,Sábanas Algodón 300 Hilos,276.75
2177578336325,1,991643467845,233.35,Edredón 2 Marena,233.35
2829486030917,1,1305574342725,179.0,Edredón Queen Camelia,179.0
2184206057541,1,995006742597,233.35,Edredón 2 Dalia,233.35
2185298575429,1,995563274309,252.85,Edredón Queen Marena,252.85
2185763979333,1,995816374341,168.35,Edredón 2 Caledonia,168.35
2185771483205,1,995821158469,168.35,Edredón 2 Caledonia,168.35
2185852551237,1,995862839365,231.75,Sábanas Algodón 300 Hilos,231.75
2185852584005,1,995862839365,155.35,Edredón 1.5 Riansares,155.35
2185880535109,1,995875455045,231.75,Sábanas Algodón 300 Hilos,231.75
2185880567877,1,995875455045,155.35,Edredón 1.5 Riansares,155.35
2185905635397,1,995889119301,160.3,Cubrecama 2 Royce,160.3
2230463168581,1,1019771387973,187.85,Edredón Queen Riansares,187.85
2185999548485,1,995934666821,233.35,Edredón 2 Royal,233.35
2188826148933,1,997411061829,272.35,Edredón King Dalia,272.35
2189420560453,1,997715869765,139.3,Cubrecama 1.5 Royce,139.3
2189730152517,1,997881282629,168.35,Edredón 2 Camelia,168.35
