firstVisit_id,order_id,source_generalizada
3039218401349,1208946917445,Other Website
,991607947333,Unknown
,991643467845,Unknown
,1305574342725,Unknown
2942989336645,995006742597,Google
2944029786181,995563274309,Google
2944502857797,995816374341,Facebook
,995821158469,Unknown
,995862839365,Unknown
,995875455045,Unknown
2944652738629,995889119301,Facebook
,1019771387973,Unknown
,995934666821,Unknown
2946408382533,997411061829,Google
2946966716485,997715869765,Facebook
,997881282629,Unknown
,998545621061,Unknown
2956110921797,1002885906501,Google
2966233153605,1008608215109,Instagram
,1009332060229,Unknown
,1009513922629,Unknown
2967854874693,1009575788613,Google
3042925215813,1211123662917,Google
3934490656831,2124902465599,Google
2968026185797,1009680384069,Facebook
,1024973078597,Unknown
,1169332633669,Unknown
,1177590136901,Unknown
,1314114732101,Unknown
2968624267333,1010019172421,Facebook
2971561427013,1011567755333,Google
2969998917701,1010781159493,Google
3390361010245,1726840733765,Google
,1010811830341,Unknown
3002789331013,1150870847557,direct
,1279756795973,Unknown
2970439581765,1010980356165,Facebook
,1014366830661,Unknown
2977163182149,1014561800261,Facebook
,2342883983423,Unknown
,1019775811653,Unknown
2994979569733,1024259752005,direct
2994988744773,1024264765509,direct
3008813695045,1175049207877,direct
2994994184261,1024267321413,direct
2995004997701,1024271908933,direct
2995013255237,1024275578949,direct
2995026853957,1024282820677,direct
2995037634629,1024287539269,direct
2995052806213,1024296124485,direct
2995060604997,1024299663429,direct
2995073482821,1024305496133,direct
,1024728956997,Unknown
,1731948773445,Unknown
2996310048837,1024990183493,Facebook
,1036423692357,Unknown
,1037736214597,Unknown
2998719021125,1042995544133,Facebook
2999682170949,1050279903301,Facebook
3036278849605,1205453193285,Facebook
,1166892302405,Unknown
3005173432389,1173183987781,Facebook
4074227073087,2211282059327,Google
4358523191359,2376767176767,direct
10941726457919,4154830061631,direct
3007761776709,1174504013893,direct
3022113931333,1182904844357,direct
3125875540037,1300239515717,Facebook
4263588036671,2327731503167,Facebook
,1176746786885,Unknown
,1188403773509,Unknown
3106158248005,1289401466949,direct
4921026871359,2701482983487,Google
,1181350985797,Unknown
,1181353902149,Unknown
3025609556037,1184033046597,direct
3025622532165,1184039370821,direct
3025633509445,1184046776389,direct
3025787846725,1184129876037,direct
,1997843660863,Unknown
3026229624901,1184359907397,direct
4302611447871,2345972301887,Google
3027227836485,1184924696645,Google
3027291439173,1184954646597,Google
3028676640837,1185711489093,Facebook
,1187609444421,Unknown
,1218408841285,Unknown
,1186096087109,Unknown
3031810670661,1187616915525,Instagram
,1186594455621,Unknown
,1186761146437,Unknown
3035081179205,1189291262021,direct
,1950749360191,Unknown
3036209217605,1205380677701,Google
3037512335429,1207486218309,direct
3041053114437,1210043269189,Google
,1210095992901,Unknown
,1210123092037,Unknown
3042629615685,1210921812037,direct
3046725451845,1213321969733,Facebook
3047369834565,1218358968389,Google
,1218793177157,Unknown
,1220829347909,Unknown
,1298887344197,Unknown
3052865126469,1221376114757,Google
3076950753349,1235440533573,Google
3553556004927,1873266311231,Facebook
4515732979775,2463108530239,Google
10695451967551,3997716316223,Google
10727809548351,4016220831807,Google
3052894552133,1221391417413,Google
3055181135941,1223337705541,direct
3105987756101,1289303720005,direct
3056733028421,1224133869637,Google Ads
3058866028613,1225365487685,E-Commerce
,2458993492031,Unknown
3063094870085,1227672453189,direct
,1228124618821,Unknown
,1235607945285,Unknown
3078177161285,1236130529349,Facebook
3079089586245,1236696662085,Facebook
3079642349637,1236994523205,Facebook
,1238990356549,Unknown
,1240911544389,Unknown
3090034556997,1280542244933,Google Ads
,1283216539717,Unknown
3100085092421,1286075285573,Google Ads
3215705735237,1349007343685,direct
3448229756997,1794047279173,direct
,1286897893445,Unknown
,1287073497157,Unknown
,1290622107717,Unknown
3109689720901,1291176116293,Google
3110313295941,1291518541893,Facebook
3110350356549,1291535646789,Google Ads
3110681378885,1291720785989,Other Website
,1341812965445,Unknown
3110774046789,1291779014725,direct
3111610449989,1292291276869,Facebook
3113776316485,1293526237253,Facebook
3118471249989,1296010870853,Facebook
3123604488261,1298943115333,email
3119894757445,1296754802757,Google
,1296790618181,Unknown
,1298883706949,Unknown
3120788799557,1297208737861,email
,1934028832831,Unknown
,1298059362373,Unknown
3122650677317,1298409226309,Facebook
,1299881164869,Unknown
3126396878917,1300562837573,Facebook
3380549877829,1706427023429,Facebook
,1300969291845,Unknown
,1303203512389,Unknown
3135666389061,1305536790597,Facebook
3136712081477,1306057506885,Google
,1306835714117,Unknown
3140027252805,1307705016389,Facebook
3145493512261,1310571495493,Facebook
,1311766642757,Unknown
,1314192359493,Unknown
,1315262529605,Unknown
3164081979461,1320645591109,direct
,1324075974725,Unknown
,1324959989829,Unknown
3178124378181,1328177479749,Google
3182586298437,1330638028869,direct
3178598924357,1328430284869,Facebook
,1798931021893,Unknown
,1331530760261,Unknown
3183008940101,1330851315781,Google
,1336369840197,Unknown
3186909610053,1332914225221,Google
3187178078277,1333055651909,Facebook
3187561857093,1333262286917,direct
3397864652869,1733910069317,Facebook
3189005418565,1334048817221,Facebook
3192026431557,1335741644869,Google
,1336122146885,Unknown
3192945803333,1336262262853,direct
,1816089690181,Unknown
3530550313023,1852266676287,Instagram
,1336364433477,Unknown
,1336673239109,Unknown
3196268838981,1338034454597,Google
,1340105556037,Unknown
3200285114437,1340389064773,Google
3206256427077,1343776915525,Google
,1343790547013,Unknown
4136354218047,2267278770239,Google
4313588498495,2351792357439,Google
3206600523845,1343976767557,Instagram
3209166553157,1345340080197,Google
,1345428619333,Unknown
,1726377787461,Unknown
3211734646853,1346721022021,direct
3251511066693,1381408899141,Facebook
3213119225925,1347484418117,Facebook
,1347936256069,Unknown
,1347951427653,Unknown
,1348721213509,Unknown
3214217314373,1348227989573,Facebook
,1348801724485,Unknown
3217160011845,1349834211397,Facebook
3440779755589,1793293123653,direct
,1798962806853,Unknown
,1351709130821,Unknown
3222244851781,1352452767813,Facebook
3668816101439,1949749313599,Facebook
3227235614789,1361836900421,Instagram
3227296366661,1362233000005,direct
,4089117605951,Unknown
3229423501381,1368601460805,Facebook
3229669621829,1368721948741,Facebook
3230394515525,1368967774277,Facebook
3234304557125,1371349909573,Google
3235485679685,1371975090245,Instagram
3240647753797,1374703157317,Facebook
3241935405125,1375360155717,Google
3243017568325,1375955157061,Google
,1737486106693,Unknown
,1376415940677,Unknown
3248118726725,1378894741573,direct
3248494084165,1379110715461,Google
,1380866424901,Unknown
3351288152133,1683282526277,Instagram
,1686713499717,Unknown
3370222125125,1688098439237,Google
3388272902213,1725539352645,Facebook
3377980702789,1703089995845,direct
3390243962949,1726771888197,direct
3376886349893,1696784842821,Google
,1696819118149,Unknown
3377575428165,1698615754821,Facebook
3388408922181,1725608001605,Facebook
3526877577279,1849814319167,Facebook
3377850974277,1701531418693,Facebook
3388037038149,1725402316869,Facebook
,1701317083205,Unknown
3377995874373,1703146750021,Facebook
3377995677765,1703145996357,direct
3380280164421,1703556546629,Google
3380325122117,1703584530501,Facebook
3380524941381,1706050879557,Facebook
,1707757633605,Unknown
,1726640816197,Unknown
,1726683775045,Unknown
3380842561605,1709557841989,Facebook
,1718142861381,Unknown
3584768835647,1897378938943,Facebook
3380996702277,1710884782149,Facebook
,1712702193733,Unknown
,1712778182725,Unknown
3381328412741,1712865050693,Facebook
3401311912005,1736164409413,Facebook
,1738847027269,Unknown
3908863426623,2104322261055,direct
3381383364677,1712897097797,Facebook
3381692694597,1713399332933,Facebook
3382222356549,1713680089157,Google
3382380920901,1713772724293,Facebook
,1713871093829,Unknown
3382662594629,1714241372229,Facebook
3382662627397,1714241404997,Facebook
3386040025157,1719983079493,Google
3391289262149,1727414009925,Google
,1714871042117,Unknown
,1714898665541,Unknown
,1720082432069,Unknown
3383969546309,1717393293381,Facebook
3384174772293,1718252470341,direct
10678451470399,3988310655039,Google
3386751877189,1721764610117,Google
3387606630469,1724213788741,direct
,1725403529285,Unknown
3387891286085,1725216948293,Facebook
3387856912453,1725092298821,direct
,1725100195909,Unknown
,1725416112197,Unknown
3388095856709,1725437575237,direct
,1725547774021,Unknown
,1726387028037,Unknown
,1725800611909,Unknown
3389550592069,1726309335109,Facebook
3389002743877,1725927522373,Facebook
,1726342201413,Unknown
,1726373462085,Unknown
,1730538078277,Unknown
,1726376345669,Unknown
4302619312191,2345976397887,email
3389714890821,1726415568965,Facebook
,1726503551045,Unknown
3390079402053,1726670831685,Facebook
3390092443717,1726678007877,Google
,1727413715013,Unknown
3393327333445,1730125267013,email
3391427510341,1727484166213,Facebook
3391611764805,1727591284805,direct
3392282198085,1727939346501,direct
3392075628613,1727846940741,Google
,1727867387973,Unknown
3393840676933,1730400813125,Google
3393699512389,1730325348421,Facebook
,1730480177221,Unknown
,1730536046661,Unknown
3394265841733,1730642870341,Google
3394306539589,1730665447493,Facebook
,1732543807557,Unknown
3397281087557,1733596643397,Facebook
3402509680709,1737671475269,Facebook
3739021312063,2001714118719,Facebook
3787115954239,2033067819071,direct
3398760693829,1734393659461,Facebook
3398943014981,1734488227909,Facebook
,1739702665285,Unknown
,1876828520511,Unknown
4148651753535,2272560840767,Facebook
,2276522590271,Unknown
,2319166373951,Unknown
3399487750213,1734837239877,Facebook
,1735070416965,Unknown
,1735446364229,Unknown
,1986171797567,Unknown
3400826552389,1735614857285,direct
,2283966726207,Unknown
,1735984218181,Unknown
,1738806853701,Unknown
3401351856197,1736200486981,direct
,1737597354053,Unknown
,1737813917765,Unknown
,1737973792837,Unknown
,1738259562565,Unknown
,1738705862725,Unknown
,1807458992197,Unknown
3402900504645,1738350231621,Facebook
,1738604970053,Unknown
,1739505827909,Unknown
3403641094213,1739514544197,Facebook
3406241464389,1741774585925,Facebook
,1739737956421,Unknown
,1739908907077,Unknown
,1740019662917,Unknown
,1740046467141,Unknown
,1740541558853,Unknown
3515085750335,1840559194175,Facebook
,1847172956223,Unknown
3404829098053,1740840927301,Facebook
,1741246398533,Unknown
,1741381468229,Unknown
3406274920517,1741794869317,Facebook
3412073283653,1742161674309,Facebook
3431635583045,1760690700357,Facebook
,1760698007621,Unknown
3432691073093,1761625997381,Facebook
3434696605765,1779324715077,Google
3545005228095,1866271359039,Facebook
,1763594207301,Unknown
3433459318853,1763607314501,Facebook
3433715204165,1763776856133,Facebook
3433916301381,1763904454725,Google
3434419290181,1779166642245,Facebook
,1848503828543,Unknown
,1848506253375,Unknown
3434602364997,1779270549573,Facebook
3434813096005,1779389694021,Facebook
3434907107397,1779448250437,Google
3435280498757,1779696795717,Facebook
,3824535437375,Unknown
3435645960261,1779933118533,Google
,1780130414661,Unknown
,1780135362629,Unknown
,1780140179525,Unknown
,1822854938693,Unknown
3436060999749,1780178649157,Facebook
3436080332869,1780190904389,Facebook
,1780308017221,Unknown
,1780840661061,Unknown
,1780961017925,Unknown
3438481244229,1784109105221,Facebook
3440576528453,1793050280005,Google
3445961883717,1793578532933,Facebook
,1797880414277,Unknown
3476643938373,1800709963845,Google
,1806610694213,Unknown
3480139694149,1807258091589,Facebook
3482432700485,1811146375237,Google
4141791117375,2269662314559,direct
3482521534533,1811196313669,Facebook
3483211661381,1811713294405,Google
3486026694725,1814187507781,Google
,1814472917061,Unknown
,1814647898181,Unknown
,1814651011141,Unknown
,1814691545157,Unknown
,1816058888261,Unknown
3495140098117,1820182184005,Facebook
,1820259450949,Unknown
,2430049714239,Unknown
,2874515882047,Unknown
3496281407557,1821548806213,Facebook
3499058528325,1823068749893,Google
3499344822341,1823695011909,Google
,1824665927749,Unknown
3509236138053,1831949402181,Google
,1837727252543,Unknown
,1843772653631,Unknown
,1838983708735,Unknown
,1838985510975,Unknown
,1874756042815,Unknown
10751702368319,4034804908095,Facebook
10841511690303,4084567539775,Promociones Bancarias
4130173288511,2264399052863,Facebook
4251515486271,2320862576703,Facebook
4256014893119,2323883360319,direct
3514092224575,1839937060927,Google
3515124252735,1840583409727,Google
3520502136895,1845320908863,Facebook
3823610789951,2055243464767,Facebook
,1847171055679,Unknown
,1848969658431,Unknown
3525059641407,1848541806655,Facebook
,1848924110911,Unknown
,1848932499519,Unknown
,1850588561471,Unknown
,1850594558015,Unknown
,1850643873855,Unknown
3528603336767,1851008516159,Google
,1851723055167,Unknown
,1851746844735,Unknown
,1853018341439,Unknown
,1853022076991,Unknown
,1853030039615,Unknown
,1853034561599,Unknown
,1853039640639,Unknown
,1853188538431,Unknown
,3872544784447,Unknown
3532765626431,1853710532671,direct
,1855616647231,Unknown
,1855619694655,Unknown
,1855621365823,Unknown
,1855622840383,Unknown
,1855624347711,Unknown
,1855625625663,Unknown
,1855813648447,Unknown
3536258564159,1855895535679,direct
3538611863615,1857652621375,Facebook
,1858437480511,Unknown
13605619925055,5742305771583,Google
3539933265983,1858539651135,Google
3541463662655,1859630530623,Facebook
3542939107391,1860797005887,Facebook
3545440092223,1867314888767,Facebook
5052383395903,2763613634623,Google
3544281219135,1864512700479,Google
,1864894480447,Unknown
,1864910274623,Unknown
,1864916500543,Unknown
,1864972730431,Unknown
3544539332671,1865135849535,Facebook
,1871903359039,Unknown
3544643633215,1865402646591,Google
,1865509568575,Unknown
3544925896767,1866083205183,Instagram
,1872154394687,Unknown
3628383207487,1922217705535,Instagram
,1866306846783,Unknown
3545196953663,1866719002687,Facebook
3546726170687,1868608569407,Facebook
,1868620726335,Unknown
,1868743278655,Unknown
,1868746391615,Unknown
3548009005119,1869400801343,direct
,1869948289087,Unknown
,1869950058559,Unknown
,1869951696959,Unknown
3548885057599,1870014906431,Facebook
,2011464499263,Unknown
,2011479015487,Unknown
3549675192383,1870554103871,Google
3550796152895,1871295545407,Instagram
,1871324774463,Unknown
,1871327952959,Unknown
3550856314943,1871330345023,Facebook
11037343776831,4206245085247,Facebook
3708372647999,1980307079231,Facebook
3828321910847,2057958916159,direct
4210393022527,2301420044351,Facebook
4240998793279,2315926339647,Facebook
,1873425301567,Unknown
,1874051956799,Unknown
,1874051727423,Unknown
,1874058379327,Unknown
,1874061393983,Unknown
,1874064506943,Unknown
,1874066735167,Unknown
3554978136127,1874241617983,direct
4420042817599,2410261610559,Instagram
,1882779189311,Unknown
3559780122687,1882897612863,Google
3563297439807,1885644357695,Google
,1886898716735,Unknown
,2266885619775,Unknown
,1887253561407,Unknown
3570099683391,1889768505407,Google
,1891343171647,Unknown
,1891352838207,Unknown
,1891358933055,Unknown
,1891441770559,Unknown
3575083696191,1892362158143,Facebook
3575145267263,1892394893375,Facebook
,1892420812863,Unknown
,1892449779775,Unknown
,1892741283903,Unknown
,1907371016255,Unknown
3578391199807,1893943410751,Google
,1893957599295,Unknown
3576012013631,1892893687871,Facebook
4493429997631,2450847531071,Facebook
3577543360575,1893543182399,Facebook
3578262159423,1893878366271,Facebook
,1893937971263,Unknown
3578655506495,1894074286143,direct
10496812318783,3890690654271,Instagram
3578896252991,1894193332287,Google
3579437514815,1894475956287,Facebook
,1894594969663,Unknown
,1894840598591,Unknown
,1896089255999,Unknown
,2276090675263,Unknown
3582710579263,1896247787583,Facebook
3583594397759,1896730558527,Facebook
3583642796095,1896757035071,Facebook
3583815221311,1896850161727,Google
3584714145855,1897348300863,Facebook
3586330722367,1898297163839,Facebook
3586775220287,1898539221055,Google
3588890329151,1899614306367,Facebook
3687357874239,1966665990207,Google
3590127484991,1900244533311,Facebook
3667458261055,1948786425919,Facebook
3590292176959,1900322455615,Facebook
3592296267839,1901225934911,Google
4377172607039,2386668519487,Google
3594206412863,1902099267647,Facebook
3594785259583,1902393720895,Google
,1903353299007,Unknown
3598372274239,1904261365823,Google
3598739636287,1904467509311,Facebook
3605642346559,1908384694335,Instagram
,1908407009343,Unknown
3607844585535,1909513224255,direct
3608339841087,1909770256447,Facebook
,1917511860287,Unknown
,1913393479743,Unknown
,1914847002687,Unknown
,1914905231423,Unknown
,1914982236223,Unknown
,1915036663871,Unknown
3621587320895,1917498392639,Facebook
,1917510385727,Unknown
,1919331631167,Unknown
,1919333924927,Unknown
,1919341592639,Unknown
4237932396607,2314406330431,direct
,1919354798143,Unknown
,1919362859071,Unknown
,1919489671231,Unknown
,1920920420415,Unknown
,1921662386239,Unknown
,1923597500479,Unknown
,1923591438399,Unknown
3630243283007,1923660906559,Facebook
3631991029823,1925073895487,Facebook
,1927880572991,Unknown
,2370450489407,Unknown
3634209914943,1926697812031,direct
,1927732035647,Unknown
,1927735836735,Unknown
,1927742586943,Unknown
,1927848951871,Unknown
,1927990050879,Unknown
3637595865151,1928975581247,Instagram
3640285691967,1930795745343,Google
3640564285503,1930995040319,Google
,1932237242431,Unknown
3650498658367,1937522622527,Google
3652717838399,1939197919295,Instagram
3657128247359,1942227877951,direct
,1942046736447,Unknown
,1942836052031,Unknown
3659411554367,1943627268159,Facebook
,1945576538175,Unknown
3667255885887,1948667281471,Google
3664402317375,1946816086079,Instagram
3664767090751,1947062042687,Facebook
,1947171651647,Unknown
,1947173912639,Unknown
,1947176828991,Unknown
3665235181631,1947349516351,Facebook
,1947373568063,Unknown
4330994794559,2362322944063,Instagram
3666121326655,1947959590975,Facebook
3666130632767,1947965390911,Facebook
3666411913279,1948154200127,direct
3666865815615,1948401336383,Facebook
4596422869055,2506634330175,Facebook
3667286949951,1948686155839,Facebook
,1948723576895,Unknown
3667515441215,1948822241343,Facebook
3667834175551,1949036576831,Google
3670451585087,1951050039359,direct
3668881801279,1949787127871,Facebook
,1950137417791,Unknown
3669515501631,1950235426879,direct
3669712994367,1950398251071,direct
3669710897215,1950396907583,Facebook
3671640375359,1951959842879,Google
11580209725503,4520309227583,Google
,4525118947391,Unknown
3671823056959,1952089505855,Google
,1960941682751,Unknown
3680688930879,1962298966079,Google
3687090552895,1966493073471,Google
10488487772223,3886102904895,Google
,1967424176191,Unknown
3693703626815,1970589007935,Google
3698789744703,1973986951231,Google
,1975309860927,Unknown
3703507157055,1977002557503,Google
3705621676095,1978424655935,Google
4159057625151,2277130829887,Google
,1978131382335,Unknown
5105525882943,2791877771327,Google
,1977978683455,Unknown
3705550078015,1978360463423,Facebook
3706002604095,1978767605823,Facebook
3706867580991,1979320598591,Facebook
,1979445706815,Unknown
,1980020391999,Unknown
3709271474239,1980875374655,Facebook
3729160699967,1994833887295,Facebook
3732613955647,1996974489663,Google
3746920824895,2005994569791,direct
3711619399743,1983557894207,Google
3714277900351,1985397325887,Google
3716175036479,1986585624639,Facebook
3717718671423,1987568533567,Google
11116066996287,4250360578111,Google
13623329259583,5754025967679,Google
3719072514111,1988464508991,direct
3775367708735,2025782280255,Instagram
12079580250175,4828513075263,Facebook
3720381825087,1989313167423,Google
,1988733239359,Unknown
3720032124991,1989090279487,Google
,1989206376511,Unknown
3721246408767,1989829099583,Instagram
3721482010687,1989963808831,Facebook
,1991091519551,Unknown
,1990184894527,Unknown
,1990206062655,Unknown
3722158866495,1990387531839,Facebook
3722440310847,1990543114303,Facebook
3722713661503,1990695616575,Facebook
3725814235199,1992671854655,email
4396281364543,2396990079039,Google
,1991089553471,Unknown
,1991250018367,Unknown
,2690844360767,Unknown
3724098863167,1991558791231,direct
,1991879426111,Unknown
3730545606719,1995702304831,Instagram
,1996532678719,Unknown
,1997645938751,Unknown
3738399113279,2001321623615,direct
,1997688209471,Unknown
3735764598847,1998901084223,Facebook
3738135560255,2001154605119,Facebook
3741133504575,2003143819327,Facebook
3741258055743,2003216302143,Facebook
,2054879936575,Unknown
3741312319551,2003248513087,Instagram
,2004714029119,Unknown
,2004723728447,Unknown
3745131200575,2004955627583,Instagram
,2005195358271,Unknown
,2005217443903,Unknown
,2006182002751,Unknown
,2006744006719,Unknown
,2008268111935,Unknown
,2009019613247,Unknown
,2009792151615,Unknown
,2009955270719,Unknown
,2011661238335,Unknown
3754690871359,2011148550207,direct
3756455133247,2012122972223,Google
3757126942783,2012566913087,Google
3791395520575,2035922403391,Google
